5835,1
5635,1
5635,17069
19381,18197
14822,18196
19381,22911
15944,22911
5835,18447
19381,18196
5835,18148
29527,2
14689,22911
5635,17070
5635,12680
5636,1
15944,18197
5835,12680
5835,18151
5635,16974
5835,17629
5835,12705
5835,10669
5835,11758
5635,16614
5835,16614
5835,16753
5835,16974
5835,10788
5835,10340
20020,25151
14689,18196
5835,21422
5635,10788
5835,12697
15944,18196
5835,16794
5835,12677
20411,25151
5835,18410
20456,25151
20410,25151
5835,18723
19339,22910
5835,16587
19343,22910
5835,17340
5635,17144
5635,12697
14689,1
20409,25151
5635,12705
5635,16865
5835,17250
20455,25151
21318,25151
5835,17367
5635,17068
20771,25151
5835,17842
5635,18447
5635,18183
21245,25151
25089,24032
25089,25151
5835,16837
19338,22910
5835,18359
5835,16803
20787,25151
5835,21740
1,21445
21763,25151
5835,18271
5835,12699
22303,25151
5835,17653
5635,16753
14822,18197
19342,22910
22151,25151
19344,22910
21319,25151
5635,16888
22153,25151
5635,17477
5835,16600
5635,17701
5635,16587
25203,24032
20786,25151
5835,17310
5835,12683
20772,25151
19353,22910
21300,25151
20012,25151
20454,25151
24189,25151
19340,22910
5835,17531
5635,11758
19341,22910
5835,17335
19337,22910
22304,25151
20784,25151
5835,17732
5835,18362
22893,25151
5835,16946
20785,24032
6,2
5835,18724
20408,25151
22285,25151
20786,24032
5835,17339
19350,22910
1,21444
22152,25151
5635,16912
25203,25151
5835,16772
25201,25151
22305,25151
5635,17013
21760,25151
25202,24032
5635,17294
5835,12696
19362,22910
5835,18379
5635,17250
5635,17062
5635,16803
24191,25151
25202,25151
5835,17144
5835,17701
5635,10669
19363,22910
5635,16755
5635,16942
5835,18425
5635,17811
5835,18241
5835,16574
5635,17017
19565,22910
23323,25151
5835,21438
5835,12682
14687,18699
5835,21427
22893,24032
5835,16816
5835,21744
5635,17061
5635,21422
5635,16923
5835,16888
22305,24032
5835,17533
5835,17178
5835,16577
5835,19384
5835,16783
5835,22021
5835,21755
5835,21934
5835,21496
5635,17107
5835,18244
5635,18119
5835,22562
5635,17534
5835,17512
5835,17844
5835,16755
5835,18252
5835,21463
10,2
21318,24032
5635,17790
20785,25151
5835,16682
14670,21497
20784,24032
24188,25151
5835,17607
19376,22910
5835,16839
5835,17564
5835,17097
5635,18191
5835,16942
5835,16844
21300,24032
5835,21469
24190,25151
5635,16817
9,2
5635,17700
5635,16935
5835,17759
5835,16723
5635,16783
24188,22781
5835,17107
5835,17793
5835,18343
5635,16946
5835,16599
5835,17239
19380,1
5635,17324
5635,16837
5835,12698
5635,16797
5835,16932
1,1
5835,18739
5835,16933
5635,16862
5835,16601
5835,18416
5635,17340
5635,16827
5635,18340
5636,18196
22152,24032
171,1252
28292,33788
28898,33120
28068,32848
5835,18390
19563,22910
3066,7488
4398,8825
1658,11690
5835,17286
5635,17672
14689,18699
5835,16572
5635,17561
28288,33804
21760,22781
5835,17756
5835,18102
5635,17079
28293,33816
5835,17827
5835,17930
28762,33805
5835,16410
5835,18101
5835,17912
28896,33827
5635,17071
28898,33823
5635,17675
5835,17986
19564,22910
4378,8785
5022,8720
21328,27011
5835,17309
5835,15255
5635,21510
5835,12704
22237,25150
28757,33786
4271,8614
5635,17028
19382,22910
5835,16785
19381,34335
5835,18437
5835,22692
5835,16947
19378,22910
5635,17637
14672,21572
5835,14814
28758,33806
5835,22730
5835,16787
28908,33122
5835,17601
5835,18156
4988,9411
19380,18196
20284,26039
5835,18386
3674,8001
11748,16498
14687,18196
5835,17751
5835,17307
28896,33127
5835,16797
5835,17917
3549,7936
5835,18389
5835,12700
5635,17931
28427,33817
5635,16992
5635,17996
9838,14571
5835,18250
8515,13510
18689,22788
19885,25687
14668,21488
5835,15264
5835,16793
14669,21489
28427,33319
5835,16782
14670,21490
20100,25974
4246,8642
4936,9319
28080,32852
5835,17409
5835,17338
5835,17149
5635,17409
28275,33820
5506,9935
2755,7430
5835,21468
5835,16729
5635,18189
5835,21447
21319,25150
5635,18352
5835,16728
5835,22755
5835,21909
21319,24032
5635,17399
19991,25742
21319,22781
5635,19986
5835,17048
5835,17461
5635,17411
22151,32161
5835,17644
22152,32162
5835,16737
5835,17459
28282,33810
22152,25150
28853,33642
5835,17044
5835,18461
5635,18172
22151,25150
22151,24032
5635,17415
5835,18484
10721,15202
5835,16604
5635,18171
5635,17413
21318,32160
5635,17259
5635,17082
20772,24032
3861,8262
21300,25150
14822,22911
5835,17616
5635,17298
28277,33815
5835,17568
5635,17341
5835,17334
21300,32163
5835,16711
25090,24032
5835,16706
25090,22781
5635,17328
5835,16701
5835,16705
5635,17317
5635,17320
14822,1
5635,17354
18550,22903
5835,17062
24191,32111
5835,21889
13124,19881
21318,25150
9864,14737
13871,20216
24191,24032
27138,18196
5835,16722
24189,24032
5635,19384
27138,18699
5835,17464
5635,18206
5835,17333
24190,22781
5635,17362
5835,17337
3460,8153
20787,32164
5635,18383
22153,25150
28286,33787
20012,24032
12760,19624
5635,17530
21325,27010
5835,17188
19412,22910
5635,17521
12192,18850
5635,17116
5635,17117
5835,16585
5835,17013
5635,17121
5171,9586
5835,18183
5835,16805
2797,7125
5635,21421
5635,17105
5635,17104
5835,17002
5835,16988
28908,33808
5022,9553
21327,27007
19407,25152
28910,33133
5835,21761
28910,33790
19408,25155
5835,22017
5835,22310
5835,17316
5635,17095
5635,17097
21326,26974
15944,34335
5835,18291
5635,17103
5835,18448
5835,17342
3615,7984
5835,18452
5635,17452
5835,17650
5635,18137
5835,16743
28273,33826
5635,18250
13732,20317
20790,25150
20790,22910
20789,22910
5835,16595
5635,18153
5835,18457
5635,17195
20788,22910
5835,21474
22153,32165
28075,32850
5635,17446
5835,18361
20061,25808
5835,17179
5835,18363
5835,17855
5835,17657
5835,16751
5835,17399
5835,17325
5635,17150
5835,16749
8428,12826
5835,21480
3844,8251
23323,22781
23323,32111
5835,18491
3730,8090
5635,18127
5635,17172
5835,18298
5835,17548
5835,16914
28278,33789
5635,16682
5835,17227
5635,16794
5835,18411
5635,16875
4,2
8021,12636
5835,10779
5835,16833
5835,18265
5635,16772
5835,21602
28295,33825
5635,17805
5635,17732
5635,12698
5635,16852
7168,11850
3,2
5835,18420
5635,16574
5835,16900
5835,17355
5635,16933
3999,8312
19350,10105
5129,9518
5635,16826
21245,24032
2692,7088
3076,7484
12627,19416
2766,7850
3998,8353
3067,7476
24105,29332
20408,25150
5635,16889
5635,16819
5635,17841
5635,16902
21,8
22305,32111
5835,18407
5835,17421
21763,24032
5835,22291
5835,17811
5635,16936
5635,17741
19339,10105
23769,29192
28432,33807
22304,24032
5635,10105
18752,23158
5835,18741
3075,7478
20409,24032
5635,16900
5835,18274
5635,16855
22285,32111
5835,17497
5835,17770
5635,17820
19343,10105
7168,10943
22303,32111
5835,17235
8,2
28770,33784
5835,16827
9318,13694
5635,16870
24667,25151
5835,12685
5835,16878
5835,18128
5635,16882
21760,32111
22286,25150
28769,33785
5835,22355
5635,17693
5835,11061
3661,7992
5635,16748
20870,26571
5835,16838
3070,7475
5835,18141
28765,33819
5835,17802
5835,18272
5835,17509
20408,22781
5635,17744
5835,16896
5635,16921
5835,17808
3068,7481
28767,33783
19327,2
2270,7428
5835,16814
5635,17737
22285,22781
21763,32111
5635,17725
21255,26973
5835,17363
28766,33821
24667,24032
3672,8003
5835,21601
5635,16841
5835,16847
5635,16920
22304,32111
5835,22702
5835,17294
5835,16912
23,5
5835,17356
3597,7940
5835,16820
20133,25888
5635,18678
2008,5561
24785,30012
6835,11427
2440,6837
6451,10997
17555,24375
24783,30031
3926,8346
2471,6830
1510,10607
5635,18676
24704,29999
24784,30071
1430,3192
17553,23566
17455,23628
5835,18629
2588,6888
6448,11291
4054,8401
2577,6941
6835,11372
6390,11010
24784,30054
6449,10977
3581,7943
17552,23884
2471,6817
5635,18572
1420,3145
10546,15731
9632,14765
3926,8782
7779,12495
6448,11286
17554,23010
9633,14179
6450,11015
1295,2706
6400,11030
17557,23789
1430,23032
6457,11002
7767,12306
9598,14247
10550,15755
1431,3183
9636,14080
2440,6815
17559,24087
2221,6468
5635,18682
24702,29997
24789,30055
6798,11361
6389,11013
2473,6777
4054,8533
2008,5564
6835,11585
6389,10898
6458,11023
24789,30073
1431,10323
6836,11373
17561,23604
6460,10966
9637,14143
24789,30074
2474,6795
1295,2708
7780,12311
6459,11028
2589,6929
17560,24578
3928,8327
5635,18683
1292,2692
6456,11055
17453,23923
10550,15702
6835,11444
5635,18680
3910,8326
7779,12497
17454,23307
9599,14268
6390,10902
6453,11041
17556,23042
17558,23684
3926,9512
2003,5547
9634,14047
24786,30018
6452,11005
1603,3862
6799,11363
3569,8005
24703,29998
2472,6776
24787,30004
3927,8365
6835,11584
5635,18571
24788,30017
1420,3143
6455,10968
5835,18561
4044,8466
9635,14150
5835,18631
1431,3182
4980,9357
6389,11774
6454,11039
1965,5375
1602,3858
5835,18627
6448,11123
9630,14102
